,geography,category,data_type,unit,currency_conversion,current_constant,year_nk,value
2946,South Korea,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,1227466.5
2947,Sri Lanka,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,101602.7
2948,Taiwan,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,519051.5
2949,Tajikistan,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,13509
2950,Thailand,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,390027.2
2951,Tonga,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,795.1
2952,Turkmenistan,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,15647.4
2953,Tuvalu,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,103
2954,Uzbekistan,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,88142.9
2955,Vanuatu,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,1109.7
2956,Vietnam,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,374093.2
2957,Australia,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,1335044.6
2958,New Zealand,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,206966.1
2959,Albania,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,25810.1
2960,Belarus,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,37508.5
2961,Bosnia and Herzegovina,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,27953.3
2962,Bulgaria,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,82078.1
2963,Croatia,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,63337.7
2964,Czech Republic,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,231310.2
2965,Estonia,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,32312.9
2966,Georgia,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,33712.6
2967,Hungary,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,155583
2968,Kosovo,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,13767.5
2969,Latvia,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,39158
2970,Lithuania,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,70222.5
2971,Moldova,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,18989.7
2972,Montenegro,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,6790.4
2973,North Macedonia,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,16507.8
2974,Poland,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,699588.3
2975,Romania,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,334264.1
2976,Russia,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,680760.8
2977,Serbia,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,81327.8
2978,Slovakia,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,115695.8
2979,Slovenia,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,52991.5
2980,Ukraine,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,238887.5
2981,Anguilla,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,-
2982,Antigua and Barbuda,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,1059.6
2983,Argentina,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,653062.8
2984,Aruba,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,2840.9
2985,Bahamas,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,10548
2986,Barbados,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,5507
2987,Belize,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,2031.3
2988,Bermuda,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,5393.7
2989,Bolivia,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,49358.5
2990,Brazil,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,1999196.3
2991,British Virgin Islands,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,953.5
2992,Cayman Islands,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,6446.5
2993,Chile,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,300687.8
2994,Colombia,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,370244.4
2995,Costa Rica,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,72038.7
2996,Cuba,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,98495.1
2997,Curacao,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,-
2998,Dominica,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,736.4
2999,Dominican Republic,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,118878.7
3000,Ecuador,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,91008.3
3001,El Salvador,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,31010.5
3002,French Guiana,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,-
3003,Grenada,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,1445.2
3004,Guadeloupe,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,-
3005,Guatemala,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,127746.5
3006,Guyana,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,12085.4
3007,Haiti,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,27574.6
3008,Honduras,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,38814.8
3009,Jamaica,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,15908.7
3010,Martinique,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,-
3011,Mexico,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,1367984.3
3012,Nicaragua,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,13440.9
3013,Panama,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,59033
3014,Paraguay,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,41487.8
3015,Peru,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,238249
3016,Puerto Rico,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,83091.5
3017,Sint Maarten,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,-
3018,St Kitts and Nevis,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,870.1
3019,St Lucia,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,2393.9
3020,St Vincent and the Grenadines,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,1035.9
3021,Suriname,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,3086.1
3022,Trinidad and Tobago,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,22149.3
3023,Uruguay,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,44207.7
3024,US Virgin Islands,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,-
3025,Venezuela,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,21525.4
3026,Algeria,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,102630.1
3027,Angola,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,88748.9
3028,Bahrain,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,24264.9
3029,Benin,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,22653.9
3030,Botswana,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,17748.9
3031,Burkina Faso,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,30056.9
3032,Burundi,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,5586
3033,Cabo Verde,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,2658.2
3034,Cameroon,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,61679.3
3035,Central African Republic,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,4488.9
3036,Chad,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,17613.9
3037,Comoros,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,2451.5
3038,"Congo, Democratic Republic",Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,71111.6
3039,Congo-Brazzaville,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,7623.7
3040,Côte d'Ivoire,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,101771.2
3041,Djibouti,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,4471.2
3042,Egypt,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,827193.7
3043,Equatorial Guinea,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,11223.9
3044,Eritrea,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,2682
3045,Eswatini,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,4581.7
3046,Ethiopia,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,163637.5
3047,Gabon,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,11568.1
3048,Gambia,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,3589
3049,Ghana,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,91785
3050,Guinea,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,19777.1
3051,Guinea-Bissau,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,2666.8
3052,Iran,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,817870.2
3053,Iraq,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,138991.8
3054,Israel,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,392240
3055,Jordan,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,55261.5
3056,Kenya,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,162031.5
3057,Kuwait,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,65602.3
3058,Lebanon,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,27446
3059,Lesotho,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,4115.6
3060,Liberia,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,3573.6
3061,Libya,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,18553.8
3062,Madagascar,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,22285.9
3063,Malawi,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,19686.6
3064,Mali,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,30444.1
3065,Mauritania,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,9004
3066,Mauritius,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,17817.6
3067,Morocco,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,125578.3
3068,Mozambique,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,21250.2
3069,Namibia,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,15009.9
3070,Niger,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,26855.1
3071,Nigeria,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,446901.9
3072,Oman,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,39697.6
3073,Qatar,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,69643
3074,Réunion,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,-
3075,Rwanda,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,15952.1
3076,Sao Tomé e Príncipe,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,1190.5
3077,Saudi Arabia,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,530541.9
3078,Senegal,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,43031.9
3079,Seychelles,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,1488.3
3080,Sierra Leone,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,5297.3
3081,Somalia,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,18983.9
3082,South Africa,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,454917.3
3083,South Sudan,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,24702.5
3084,Sudan,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,48482.6
3085,Syria,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,-
3086,Tanzania,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,78890
3087,Togo,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,13207.3
3088,Tunisia,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,66099.4
3089,Uganda,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,65621.2
3090,United Arab Emirates,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,217477.5
3091,Yemen,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,21485.5
3092,Zambia,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,11976.3
3093,Zimbabwe,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,30849.1
3094,Canada,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,1796727.6
3095,USA,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,23364327
3096,Andorra,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,2660.1
3097,Austria,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,366233.4
3098,Belgium,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,457923
3099,Cyprus,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,28303.1
3100,Denmark,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,270449
3101,Finland,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,224136
3102,France,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,2356894.3
3103,Germany,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,3278493.7
3104,Greece,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,218609
3105,Iceland,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,20559.1
3106,Ireland,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,198077.1
3107,Italy,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,1784906.8
3108,Liechtenstein,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,-
3109,Luxembourg,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,41193.1
3110,Malta,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,12971.3
3111,Monaco,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,-
3112,Netherlands,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,670039.3
3113,Norway,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,267064.9
3114,Portugal,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,245467.5
3115,Spain,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,1249210.8
3116,Sweden,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,444392.1
3117,Switzerland,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,647801
3118,Turkey,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,959754.9
3119,United Kingdom,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2030,3107858
3120,Afghanistan,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2031,-
3121,American Samoa,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2031,-
3122,Armenia,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2031,20158
3123,Azerbaijan,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2031,48417.2
3124,Bangladesh,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2031,606126
3125,Bhutan,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2031,3086.7
3126,Brunei Darussalam,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2031,4725.7
3127,Cambodia,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2031,38813.5
3128,China,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2031,13518820.2
3129,Fiji,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2031,6686.2
3130,French Polynesia,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2031,6215.3
3131,Guam,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2031,-
3132,"Hong Kong, China",Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2031,409732.7
3133,India,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2031,3871260.9
3134,Indonesia,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2031,1359958
3135,Japan,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2031,3577948.3
3136,Kazakhstan,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2031,181884.7
3137,Kiribati,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2031,286.7
3138,Kyrgyzstan,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2031,10850.3
3139,Laos,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2031,25021.6
3140,"Macau, China",Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2031,46695
3141,Malaysia,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2031,495186.3
3142,Maldives,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2031,7602.9
3143,Mongolia,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2031,17063.3
3144,Myanmar,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2031,89787.8
3145,Nauru,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2031,171.2
3146,Nepal,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2031,65412.4
3147,New Caledonia,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2031,-
3148,Pakistan,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2031,410180.8
3149,Papua New Guinea,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2031,21456.9
3150,Philippines,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2031,596869
3151,Samoa,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2031,1093.6
3152,Singapore,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2031,200669.8
3153,Solomon Islands,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2031,1437.1
3154,South Korea,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2031,1274457.1
3155,Sri Lanka,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2031,108360.3
3156,Taiwan,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2031,537834.2
3157,Tajikistan,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2031,14713.6
3158,Thailand,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2031,406215.2
3159,Tonga,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2031,832.9
3160,Turkmenistan,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2031,17555.4
3161,Tuvalu,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2031,110.1
3162,Uzbekistan,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2031,97678.8
3163,Vanuatu,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2031,1163.4
3164,Vietnam,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2031,400896.9
3165,Australia,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2031,1398569
3166,New Zealand,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2031,214933.6
3167,Albania,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2031,27566.1
3168,Belarus,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2031,38787.1
3169,Bosnia and Herzegovina,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2031,29537.1
3170,Bulgaria,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2031,86514.5
3171,Croatia,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2031,66184.8
3172,Czech Republic,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2031,242177.2
3173,Estonia,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2031,33926.3
3174,Georgia,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2031,36227.4
3175,Hungary,Private Final Consumption Expenditure,Socio-economic indicators,USD million,y-o-y ex rates,Current Prices,2031,163642.7
