country_sk,metric,year_nk,value
Turkmenistan,Private Final Consumption Expenditure,2028,12437.3
Tuvalu,Private Final Consumption Expenditure,2028,90.1
Uzbekistan,Private Final Consumption Expenditure,2028,71860.6
Vanuatu,Private Final Consumption Expenditure,2028,1010
Vietnam,Private Final Consumption Expenditure,2028,324303.4
Australia,Private Final Consumption Expenditure,2028,1211293.1
New Zealand,Private Final Consumption Expenditure,2028,191539
Albania,Private Final Consumption Expenditure,2028,22614.6
Belarus,Private Final Consumption Expenditure,2028,35001.9
Bosnia and Herzegovina,Private Final Consumption Expenditure,2028,24961.3
Bulgaria,Private Final Consumption Expenditure,2028,73386.4
Croatia,Private Final Consumption Expenditure,2028,57855.8
Czech Republic,Private Final Consumption Expenditure,2028,210009.1
Estonia,Private Final Consumption Expenditure,2028,29107.2
Georgia,Private Final Consumption Expenditure,2028,29038
Hungary,Private Final Consumption Expenditure,2028,140091.1
Kosovo,Private Final Consumption Expenditure,2028,12246.4
Latvia,Private Final Consumption Expenditure,2028,35233.4
Lithuania,Private Final Consumption Expenditure,2028,63447.4
Moldova,Private Final Consumption Expenditure,2028,16242
Montenegro,Private Final Consumption Expenditure,2028,6174.2
North Macedonia,Private Final Consumption Expenditure,2028,14599.1
Poland,Private Final Consumption Expenditure,2028,641707.3
Romania,Private Final Consumption Expenditure,2028,297241.2
Russia,Private Final Consumption Expenditure,2028,635152.6
Serbia,Private Final Consumption Expenditure,2028,70303.2
Slovakia,Private Final Consumption Expenditure,2028,104595.7
Slovenia,Private Final Consumption Expenditure,2028,48358.8
Ukraine,Private Final Consumption Expenditure,2028,202859.9
Anguilla,Private Final Consumption Expenditure,2028,-
Antigua and Barbuda,Private Final Consumption Expenditure,2028,976.3
Argentina,Private Final Consumption Expenditure,2028,557653.1
Aruba,Private Final Consumption Expenditure,2028,2725.2
Bahamas,Private Final Consumption Expenditure,2028,9796.9
Barbados,Private Final Consumption Expenditure,2028,5115.8
Belize,Private Final Consumption Expenditure,2028,1872.5
Bermuda,Private Final Consumption Expenditure,2028,4978.4
Bolivia,Private Final Consumption Expenditure,2028,43245.5
Brazil,Private Final Consumption Expenditure,2028,1751856.9
British Virgin Islands,Private Final Consumption Expenditure,2028,838.3
Cayman Islands,Private Final Consumption Expenditure,2028,5802.1
Chile,Private Final Consumption Expenditure,2028,275120.4
Colombia,Private Final Consumption Expenditure,2028,331922.5
Costa Rica,Private Final Consumption Expenditure,2028,63323.2
Cuba,Private Final Consumption Expenditure,2028,87521.5
Curacao,Private Final Consumption Expenditure,2028,-
Dominica,Private Final Consumption Expenditure,2028,680.3
Dominican Republic,Private Final Consumption Expenditure,2028,103558
Ecuador,Private Final Consumption Expenditure,2028,84471.6
El Salvador,Private Final Consumption Expenditure,2028,29420.8
French Guiana,Private Final Consumption Expenditure,2028,-
Grenada,Private Final Consumption Expenditure,2028,1320.6
Guadeloupe,Private Final Consumption Expenditure,2028,-
Guatemala,Private Final Consumption Expenditure,2028,111266.7
Guyana,Private Final Consumption Expenditure,2028,10853.7
Haiti,Private Final Consumption Expenditure,2028,23073.6
Honduras,Private Final Consumption Expenditure,2028,33650.4
Jamaica,Private Final Consumption Expenditure,2028,14819
Martinique,Private Final Consumption Expenditure,2028,-
Mexico,Private Final Consumption Expenditure,2028,1234296.3
Nicaragua,Private Final Consumption Expenditure,2028,12135.1
Panama,Private Final Consumption Expenditure,2028,51561.1
Paraguay,Private Final Consumption Expenditure,2028,36952.4
Peru,Private Final Consumption Expenditure,2028,214162.8
Puerto Rico,Private Final Consumption Expenditure,2028,79379.8
Sint Maarten,Private Final Consumption Expenditure,2028,-
St Kitts and Nevis,Private Final Consumption Expenditure,2028,801.3
St Lucia,Private Final Consumption Expenditure,2028,2247.3
St Vincent and the Grenadines,Private Final Consumption Expenditure,2028,949.8
Suriname,Private Final Consumption Expenditure,2028,2561.4
Trinidad and Tobago,Private Final Consumption Expenditure,2028,20814.9
Uruguay,Private Final Consumption Expenditure,2028,40722.4
US Virgin Islands,Private Final Consumption Expenditure,2028,-
Venezuela,Private Final Consumption Expenditure,2028,14762.6
Algeria,Private Final Consumption Expenditure,2028,91621.7
Angola,Private Final Consumption Expenditure,2028,76507.8
Bahrain,Private Final Consumption Expenditure,2028,21821.3
Benin,Private Final Consumption Expenditure,2028,19410.8
Botswana,Private Final Consumption Expenditure,2028,14954.1
Burkina Faso,Private Final Consumption Expenditure,2028,25359.1
Burundi,Private Final Consumption Expenditure,2028,4914
Cabo Verde,Private Final Consumption Expenditure,2028,2238.2
Cameroon,Private Final Consumption Expenditure,2028,53522.6
Central African Republic,Private Final Consumption Expenditure,2028,3841.6
Chad,Private Final Consumption Expenditure,2028,15392.8
Comoros,Private Final Consumption Expenditure,2028,2131.2
"Congo, Democratic Republic",Private Final Consumption Expenditure,2028,60491
Congo-Brazzaville,Private Final Consumption Expenditure,2028,7026.2
Côte d'Ivoire,Private Final Consumption Expenditure,2028,86190.9
Djibouti,Private Final Consumption Expenditure,2028,3824.8
Egypt,Private Final Consumption Expenditure,2028,676712
Equatorial Guinea,Private Final Consumption Expenditure,2028,10159.5
Eritrea,Private Final Consumption Expenditure,2028,2383.2
Eswatini,Private Final Consumption Expenditure,2028,4065.7
Ethiopia,Private Final Consumption Expenditure,2028,133463.3
Gabon,Private Final Consumption Expenditure,2028,10392.7
Gambia,Private Final Consumption Expenditure,2028,3013.5
Ghana,Private Final Consumption Expenditure,2028,81098.5
Guinea,Private Final Consumption Expenditure,2028,17622.1
Guinea-Bissau,Private Final Consumption Expenditure,2028,2297.6
Iran,Private Final Consumption Expenditure,2028,670177.6
Iraq,Private Final Consumption Expenditure,2028,126522.1
Israel,Private Final Consumption Expenditure,2028,356966.5
Jordan,Private Final Consumption Expenditure,2028,49361.5
Kenya,Private Final Consumption Expenditure,2028,139933.5
Kuwait,Private Final Consumption Expenditure,2028,59830.2
Lebanon,Private Final Consumption Expenditure,2028,25858.2
Lesotho,Private Final Consumption Expenditure,2028,3598.8
Liberia,Private Final Consumption Expenditure,2028,3080.8
Libya,Private Final Consumption Expenditure,2028,15996.3
Madagascar,Private Final Consumption Expenditure,2028,19347.9
Malawi,Private Final Consumption Expenditure,2028,16672.1
Mali,Private Final Consumption Expenditure,2028,26192.1
Mauritania,Private Final Consumption Expenditure,2028,7936.5
Mauritius,Private Final Consumption Expenditure,2028,15185.3
Morocco,Private Final Consumption Expenditure,2028,112263.6
Mozambique,Private Final Consumption Expenditure,2028,18506.1
Namibia,Private Final Consumption Expenditure,2028,13258.1
Niger,Private Final Consumption Expenditure,2028,23156.7
Nigeria,Private Final Consumption Expenditure,2028,419144.7
Oman,Private Final Consumption Expenditure,2028,37429.6
Qatar,Private Final Consumption Expenditure,2028,61734.1
Réunion,Private Final Consumption Expenditure,2028,-
Rwanda,Private Final Consumption Expenditure,2028,13638.4
Sao Tomé e Príncipe,Private Final Consumption Expenditure,2028,995.5
Saudi Arabia,Private Final Consumption Expenditure,2028,486877.4
Senegal,Private Final Consumption Expenditure,2028,37189
Seychelles,Private Final Consumption Expenditure,2028,1316.1
Sierra Leone,Private Final Consumption Expenditure,2028,4793.9
Somalia,Private Final Consumption Expenditure,2028,16699.5
South Africa,Private Final Consumption Expenditure,2028,398424.6
South Sudan,Private Final Consumption Expenditure,2028,21579.5
Sudan,Private Final Consumption Expenditure,2028,40248
Syria,Private Final Consumption Expenditure,2028,-
Tanzania,Private Final Consumption Expenditure,2028,68499.4
Togo,Private Final Consumption Expenditure,2028,11289.7
Tunisia,Private Final Consumption Expenditure,2028,55674.2
Uganda,Private Final Consumption Expenditure,2028,56367.9
United Arab Emirates,Private Final Consumption Expenditure,2028,198981.3
Yemen,Private Final Consumption Expenditure,2028,18935.8
Zambia,Private Final Consumption Expenditure,2028,10709.9
Zimbabwe,Private Final Consumption Expenditure,2028,27389.2
Canada,Private Final Consumption Expenditure,2028,1651697.3
USA,Private Final Consumption Expenditure,2028,21778041
Andorra,Private Final Consumption Expenditure,2028,2460.7
Austria,Private Final Consumption Expenditure,2028,341232.3
Belgium,Private Final Consumption Expenditure,2028,424484.5
Cyprus,Private Final Consumption Expenditure,2028,25605.9
Denmark,Private Final Consumption Expenditure,2028,251257.9
Finland,Private Final Consumption Expenditure,2028,208593.3
France,Private Final Consumption Expenditure,2028,2193696.8
Germany,Private Final Consumption Expenditure,2028,3063243.7
Greece,Private Final Consumption Expenditure,2028,202790
Iceland,Private Final Consumption Expenditure,2028,18745.7
Ireland,Private Final Consumption Expenditure,2028,180391.1
Italy,Private Final Consumption Expenditure,2028,1688381.2
Liechtenstein,Private Final Consumption Expenditure,2028,-
Luxembourg,Private Final Consumption Expenditure,2028,37302.4
Malta,Private Final Consumption Expenditure,2028,11639.7
Monaco,Private Final Consumption Expenditure,2028,-
Netherlands,Private Final Consumption Expenditure,2028,620934.5
Norway,Private Final Consumption Expenditure,2028,249090.5
Portugal,Private Final Consumption Expenditure,2028,228288
Spain,Private Final Consumption Expenditure,2028,1163682.2
Sweden,Private Final Consumption Expenditure,2028,407553.5
Switzerland,Private Final Consumption Expenditure,2028,598432.2
Turkey,Private Final Consumption Expenditure,2028,796287.5
United Kingdom,Private Final Consumption Expenditure,2028,2909799.2
Afghanistan,Private Final Consumption Expenditure,2029,-
American Samoa,Private Final Consumption Expenditure,2029,-
Armenia,Private Final Consumption Expenditure,2029,17906.9
Azerbaijan,Private Final Consumption Expenditure,2029,43901.5
Bangladesh,Private Final Consumption Expenditure,2029,511248.3
Bhutan,Private Final Consumption Expenditure,2029,2681.3
Brunei Darussalam,Private Final Consumption Expenditure,2029,4403.3
Cambodia,Private Final Consumption Expenditure,2029,32944.1
China,Private Final Consumption Expenditure,2029,11901283
Fiji,Private Final Consumption Expenditure,2029,6134.9
French Polynesia,Private Final Consumption Expenditure,2029,5720.4
Guam,Private Final Consumption Expenditure,2029,-
"Hong Kong, China",Private Final Consumption Expenditure,2029,375123.8
India,Private Final Consumption Expenditure,2029,3344745.1
Indonesia,Private Final Consumption Expenditure,2029,1188113.6
Japan,Private Final Consumption Expenditure,2029,3401989.2
Kazakhstan,Private Final Consumption Expenditure,2029,163620.4
Kiribati,Private Final Consumption Expenditure,2029,264.9
Kyrgyzstan,Private Final Consumption Expenditure,2029,9852.4
Laos,Private Final Consumption Expenditure,2029,21502.6
"Macau, China",Private Final Consumption Expenditure,2029,41904.9
Malaysia,Private Final Consumption Expenditure,2029,430064.4
Maldives,Private Final Consumption Expenditure,2029,6353.9
Mongolia,Private Final Consumption Expenditure,2029,15023.7
Myanmar,Private Final Consumption Expenditure,2029,78325
Nauru,Private Final Consumption Expenditure,2029,162.3
Nepal,Private Final Consumption Expenditure,2029,55845.8
New Caledonia,Private Final Consumption Expenditure,2029,-
Pakistan,Private Final Consumption Expenditure,2029,342752.1
Papua New Guinea,Private Final Consumption Expenditure,2029,19297.4
Philippines,Private Final Consumption Expenditure,2029,518139.1
Samoa,Private Final Consumption Expenditure,2029,995
Singapore,Private Final Consumption Expenditure,2029,186280.2
Solomon Islands,Private Final Consumption Expenditure,2029,1308.6
South Korea,Private Final Consumption Expenditure,2029,1180881.5
Sri Lanka,Private Final Consumption Expenditure,2029,95278
Taiwan,Private Final Consumption Expenditure,2029,500601.9
Tajikistan,Private Final Consumption Expenditure,2029,12438.9
Thailand,Private Final Consumption Expenditure,2029,373973.3
Tonga,Private Final Consumption Expenditure,2029,758.5
Turkmenistan,Private Final Consumption Expenditure,2029,13948.6
Tuvalu,Private Final Consumption Expenditure,2029,96.3
Uzbekistan,Private Final Consumption Expenditure,2029,79588.2
Vanuatu,Private Final Consumption Expenditure,2029,1058.6
Vietnam,Private Final Consumption Expenditure,2029,348548.1
Australia,Private Final Consumption Expenditure,2029,1272507.6
New Zealand,Private Final Consumption Expenditure,2029,199132.3
Albania,Private Final Consumption Expenditure,2029,24159.5
Belarus,Private Final Consumption Expenditure,2029,36250.4
Bosnia and Herzegovina,Private Final Consumption Expenditure,2029,26429.9
Bulgaria,Private Final Consumption Expenditure,2029,77708.2
Croatia,Private Final Consumption Expenditure,2029,60566.1
Czech Republic,Private Final Consumption Expenditure,2029,220562.8
Estonia,Private Final Consumption Expenditure,2029,30696.8
Georgia,Private Final Consumption Expenditure,2029,31324.6
Hungary,Private Final Consumption Expenditure,2029,147726.3
Kosovo,Private Final Consumption Expenditure,2029,12991.3
Latvia,Private Final Consumption Expenditure,2029,37175.6
Lithuania,Private Final Consumption Expenditure,2029,66803
Moldova,Private Final Consumption Expenditure,2029,17522.9
Montenegro,Private Final Consumption Expenditure,2029,6476.3
North Macedonia,Private Final Consumption Expenditure,2029,15533.1
Poland,Private Final Consumption Expenditure,2029,671001.2
Romania,Private Final Consumption Expenditure,2029,315583
Russia,Private Final Consumption Expenditure,2029,657707.2
Serbia,Private Final Consumption Expenditure,2029,75639.7
Slovakia,Private Final Consumption Expenditure,2029,110096.9
Slovenia,Private Final Consumption Expenditure,2029,50651.2
Ukraine,Private Final Consumption Expenditure,2029,220116.7
Anguilla,Private Final Consumption Expenditure,2029,-
Antigua and Barbuda,Private Final Consumption Expenditure,2029,1017.4
Argentina,Private Final Consumption Expenditure,2029,603488.1
Aruba,Private Final Consumption Expenditure,2029,2784
Bahamas,Private Final Consumption Expenditure,2029,10166.1
Barbados,Private Final Consumption Expenditure,2029,5304.6
Belize,Private Final Consumption Expenditure,2029,1950.4
Bermuda,Private Final Consumption Expenditure,2029,5181.7
Bolivia,Private Final Consumption Expenditure,2029,46199.6
Brazil,Private Final Consumption Expenditure,2029,1873345.8
British Virgin Islands,Private Final Consumption Expenditure,2029,893.9
Cayman Islands,Private Final Consumption Expenditure,2029,6119.6
Chile,Private Final Consumption Expenditure,2029,287677.4
Colombia,Private Final Consumption Expenditure,2029,350727.4
Costa Rica,Private Final Consumption Expenditure,2029,67560.1
Cuba,Private Final Consumption Expenditure,2029,92858.6
Curacao,Private Final Consumption Expenditure,2029,-
Dominica,Private Final Consumption Expenditure,2029,707.8
Dominican Republic,Private Final Consumption Expenditure,2029,110990.7
Ecuador,Private Final Consumption Expenditure,2029,87685.2
El Salvador,Private Final Consumption Expenditure,2029,30206.8
French Guiana,Private Final Consumption Expenditure,2029,-
Grenada,Private Final Consumption Expenditure,2029,1381.7
Guadeloupe,Private Final Consumption Expenditure,2029,-
Guatemala,Private Final Consumption Expenditure,2029,119148.6
Guyana,Private Final Consumption Expenditure,2029,11456.4
Haiti,Private Final Consumption Expenditure,2029,25139
Honduras,Private Final Consumption Expenditure,2029,36112.5
Jamaica,Private Final Consumption Expenditure,2029,15355.6
Martinique,Private Final Consumption Expenditure,2029,-
Mexico,Private Final Consumption Expenditure,2029,1299551.5
Nicaragua,Private Final Consumption Expenditure,2029,12765.1
Panama,Private Final Consumption Expenditure,2029,55155
Paraguay,Private Final Consumption Expenditure,2029,39115.3
Peru,Private Final Consumption Expenditure,2029,225900.8
Puerto Rico,Private Final Consumption Expenditure,2029,81234
Sint Maarten,Private Final Consumption Expenditure,2029,-
St Kitts and Nevis,Private Final Consumption Expenditure,2029,834.6
St Lucia,Private Final Consumption Expenditure,2029,2319.7
St Vincent and the Grenadines,Private Final Consumption Expenditure,2029,992
Suriname,Private Final Consumption Expenditure,2029,2799.3
Trinidad and Tobago,Private Final Consumption Expenditure,2029,21476.4
Uruguay,Private Final Consumption Expenditure,2029,42424.9
US Virgin Islands,Private Final Consumption Expenditure,2029,-
Venezuela,Private Final Consumption Expenditure,2029,17937.2
Algeria,Private Final Consumption Expenditure,2029,96821.8
Angola,Private Final Consumption Expenditure,2029,82694.8
Bahrain,Private Final Consumption Expenditure,2029,23012.7
Benin,Private Final Consumption Expenditure,2029,20970
Botswana,Private Final Consumption Expenditure,2029,16306.9
Burkina Faso,Private Final Consumption Expenditure,2029,27629.8
Burundi,Private Final Consumption Expenditure,2029,5240.2
Cabo Verde,Private Final Consumption Expenditure,2029,2440.5
Cameroon,Private Final Consumption Expenditure,2029,57480.2
Central African Republic,Private Final Consumption Expenditure,2029,4155
Chad,Private Final Consumption Expenditure,2029,16477.6
Comoros,Private Final Consumption Expenditure,2029,2286.9
"Congo, Democratic Republic",Private Final Consumption Expenditure,2029,65450.9
Congo-Brazzaville,Private Final Consumption Expenditure,2029,7323
Côte d'Ivoire,Private Final Consumption Expenditure,2029,93696.7
Djibouti,Private Final Consumption Expenditure,2029,4135.4
Egypt,Private Final Consumption Expenditure,2029,747430
Equatorial Guinea,Private Final Consumption Expenditure,2029,10689.9
Eritrea,Private Final Consumption Expenditure,2029,2528.1
Eswatini,Private Final Consumption Expenditure,2029,4312.9
Ethiopia,Private Final Consumption Expenditure,2029,147515.5
Gabon,Private Final Consumption Expenditure,2029,10968.1
Gambia,Private Final Consumption Expenditure,2029,3283.7
Ghana,Private Final Consumption Expenditure,2029,86004.2
Guinea,Private Final Consumption Expenditure,2029,18652.7
Guinea-Bissau,Private Final Consumption Expenditure,2029,2476.7
Iran,Private Final Consumption Expenditure,2029,738586.6
Iraq,Private Final Consumption Expenditure,2029,132596.4
Israel,Private Final Consumption Expenditure,2029,374403
Jordan,Private Final Consumption Expenditure,2029,52220.8
Kenya,Private Final Consumption Expenditure,2029,150573.2
Kuwait,Private Final Consumption Expenditure,2029,62621.1
Lebanon,Private Final Consumption Expenditure,2029,26634.3
Lesotho,Private Final Consumption Expenditure,2029,3846.4
Liberia,Private Final Consumption Expenditure,2029,3315.1
Libya,Private Final Consumption Expenditure,2029,17213.9
Madagascar,Private Final Consumption Expenditure,2029,20786.5
Malawi,Private Final Consumption Expenditure,2029,18077.8
Mali,Private Final Consumption Expenditure,2029,28253.1
Mauritania,Private Final Consumption Expenditure,2029,8452.4
Mauritius,Private Final Consumption Expenditure,2029,16467.9
Morocco,Private Final Consumption Expenditure,2029,118714.3
Mozambique,Private Final Consumption Expenditure,2029,19785
Namibia,Private Final Consumption Expenditure,2029,14097.6
Niger,Private Final Consumption Expenditure,2029,24952.5
Nigeria,Private Final Consumption Expenditure,2029,432482.6
Oman,Private Final Consumption Expenditure,2029,38546.2
Qatar,Private Final Consumption Expenditure,2029,65574.1
Réunion,Private Final Consumption Expenditure,2029,-
Rwanda,Private Final Consumption Expenditure,2029,14747.7
Sao Tomé e Príncipe,Private Final Consumption Expenditure,2029,1089.2
Saudi Arabia,Private Final Consumption Expenditure,2029,508421.2
Senegal,Private Final Consumption Expenditure,2029,40025.6
Seychelles,Private Final Consumption Expenditure,2029,1402.2
Sierra Leone,Private Final Consumption Expenditure,2029,5028.3
Somalia,Private Final Consumption Expenditure,2029,17808.8
South Africa,Private Final Consumption Expenditure,2029,425441.6
South Sudan,Private Final Consumption Expenditure,2029,23136.6
Sudan,Private Final Consumption Expenditure,2029,44121.8
Syria,Private Final Consumption Expenditure,2029,-
Tanzania,Private Final Consumption Expenditure,2029,73506.2
Togo,Private Final Consumption Expenditure,2029,12216.7
Tunisia,Private Final Consumption Expenditure,2029,60614.4
Uganda,Private Final Consumption Expenditure,2029,60964.7
United Arab Emirates,Private Final Consumption Expenditure,2029,208021.4
Yemen,Private Final Consumption Expenditure,2029,20146.6
Zambia,Private Final Consumption Expenditure,2029,11295.2
Zimbabwe,Private Final Consumption Expenditure,2029,29067.7
Canada,Private Final Consumption Expenditure,2029,1724390.9
USA,Private Final Consumption Expenditure,2029,22559598.1
Andorra,Private Final Consumption Expenditure,2029,2559.5
Austria,Private Final Consumption Expenditure,2029,353820
Belgium,Private Final Consumption Expenditure,2029,441212.5
Cyprus,Private Final Consumption Expenditure,2029,26936.7
Denmark,Private Final Consumption Expenditure,2029,260808.3
Finland,Private Final Consumption Expenditure,2029,216377.7
France,Private Final Consumption Expenditure,2029,2275475.8
Germany,Private Final Consumption Expenditure,2029,3171375.1
Greece,Private Final Consumption Expenditure,2029,210683.3
Iceland,Private Final Consumption Expenditure,2029,19629.2
Ireland,Private Final Consumption Expenditure,2029,189164.5
Italy,Private Final Consumption Expenditure,2029,1737119.6
Liechtenstein,Private Final Consumption Expenditure,2029,-
Luxembourg,Private Final Consumption Expenditure,2029,39220.2
Malta,Private Final Consumption Expenditure,2029,12294.4
Monaco,Private Final Consumption Expenditure,2029,-
Netherlands,Private Final Consumption Expenditure,2029,645602.8
Norway,Private Final Consumption Expenditure,2029,257948.2
Portugal,Private Final Consumption Expenditure,2029,236859.1
Spain,Private Final Consumption Expenditure,2029,1206443.5
Sweden,Private Final Consumption Expenditure,2029,426032.2
Switzerland,Private Final Consumption Expenditure,2029,623305.3
Turkey,Private Final Consumption Expenditure,2029,873505.8
United Kingdom,Private Final Consumption Expenditure,2029,3008554.6
Afghanistan,Private Final Consumption Expenditure,2030,-
American Samoa,Private Final Consumption Expenditure,2030,-
Armenia,Private Final Consumption Expenditure,2030,19008
Azerbaijan,Private Final Consumption Expenditure,2030,46104.1
Bangladesh,Private Final Consumption Expenditure,2030,556791.7
Bhutan,Private Final Consumption Expenditure,2030,2876.6
Brunei Darussalam,Private Final Consumption Expenditure,2030,4563.8
Cambodia,Private Final Consumption Expenditure,2030,35733.3
China,Private Final Consumption Expenditure,2030,12697773
Fiji,Private Final Consumption Expenditure,2030,6406.2
French Polynesia,Private Final Consumption Expenditure,2030,5963.1
Guam,Private Final Consumption Expenditure,2030,-
"Hong Kong, China",Private Final Consumption Expenditure,2030,392384
India,Private Final Consumption Expenditure,2030,3604179.2
Indonesia,Private Final Consumption Expenditure,2030,1272374.2
Japan,Private Final Consumption Expenditure,2030,3490063.3
Kazakhstan,Private Final Consumption Expenditure,2030,172662.3
Kiribati,Private Final Consumption Expenditure,2030,275.6
Kyrgyzstan,Private Final Consumption Expenditure,2030,10343.2
Laos,Private Final Consumption Expenditure,2030,23177.6
"Macau, China",Private Final Consumption Expenditure,2030,44232.8
Malaysia,Private Final Consumption Expenditure,2030,461996.9
Maldives,Private Final Consumption Expenditure,2030,6955.4
Mongolia,Private Final Consumption Expenditure,2030,16011.8
Myanmar,Private Final Consumption Expenditure,2030,83730.5
Nauru,Private Final Consumption Expenditure,2030,166.7
Nepal,Private Final Consumption Expenditure,2030,60441.8
New Caledonia,Private Final Consumption Expenditure,2030,-
Pakistan,Private Final Consumption Expenditure,2030,374596.6
Papua New Guinea,Private Final Consumption Expenditure,2030,20331.3
Philippines,Private Final Consumption Expenditure,2030,556449.3
Samoa,Private Final Consumption Expenditure,2030,1043.1
Singapore,Private Final Consumption Expenditure,2030,193501.8
Solomon Islands,Private Final Consumption Expenditure,2030,1371.2
South Korea,Private Final Consumption Expenditure,2030,1227466.5
Sri Lanka,Private Final Consumption Expenditure,2030,101602.7
Taiwan,Private Final Consumption Expenditure,2030,519051.5
Tajikistan,Private Final Consumption Expenditure,2030,13509
Thailand,Private Final Consumption Expenditure,2030,390027.2
Tonga,Private Final Consumption Expenditure,2030,795.1
Turkmenistan,Private Final Consumption Expenditure,2030,15647.4
Tuvalu,Private Final Consumption Expenditure,2030,103
Uzbekistan,Private Final Consumption Expenditure,2030,88142.9
Vanuatu,Private Final Consumption Expenditure,2030,1109.7
Vietnam,Private Final Consumption Expenditure,2030,374093.2
Australia,Private Final Consumption Expenditure,2030,1335044.6
New Zealand,Private Final Consumption Expenditure,2030,206966.1
Albania,Private Final Consumption Expenditure,2030,25810.1
Belarus,Private Final Consumption Expenditure,2030,37508.5
Bosnia and Herzegovina,Private Final Consumption Expenditure,2030,27953.3
Bulgaria,Private Final Consumption Expenditure,2030,82078.1
Croatia,Private Final Consumption Expenditure,2030,63337.7
Czech Republic,Private Final Consumption Expenditure,2030,231310.2
Estonia,Private Final Consumption Expenditure,2030,32312.9
Georgia,Private Final Consumption Expenditure,2030,33712.6
Hungary,Private Final Consumption Expenditure,2030,155583
Kosovo,Private Final Consumption Expenditure,2030,13767.5
Latvia,Private Final Consumption Expenditure,2030,39158
Lithuania,Private Final Consumption Expenditure,2030,70222.5
Moldova,Private Final Consumption Expenditure,2030,18989.7
Montenegro,Private Final Consumption Expenditure,2030,6790.4
North Macedonia,Private Final Consumption Expenditure,2030,16507.8
Poland,Private Final Consumption Expenditure,2030,699588.3
Romania,Private Final Consumption Expenditure,2030,334264.1
Russia,Private Final Consumption Expenditure,2030,680760.8
Serbia,Private Final Consumption Expenditure,2030,81327.8
Slovakia,Private Final Consumption Expenditure,2030,115695.8
Slovenia,Private Final Consumption Expenditure,2030,52991.5
Ukraine,Private Final Consumption Expenditure,2030,238887.5
Anguilla,Private Final Consumption Expenditure,2030,-
Antigua and Barbuda,Private Final Consumption Expenditure,2030,1059.6
Argentina,Private Final Consumption Expenditure,2030,653062.8
Aruba,Private Final Consumption Expenditure,2030,2840.9
Bahamas,Private Final Consumption Expenditure,2030,10548
Barbados,Private Final Consumption Expenditure,2030,5507
Belize,Private Final Consumption Expenditure,2030,2031.3
Bermuda,Private Final Consumption Expenditure,2030,5393.7
Bolivia,Private Final Consumption Expenditure,2030,49358.5
Brazil,Private Final Consumption Expenditure,2030,1999196.3
British Virgin Islands,Private Final Consumption Expenditure,2030,953.5
Cayman Islands,Private Final Consumption Expenditure,2030,6446.5
Chile,Private Final Consumption Expenditure,2030,300687.8
Colombia,Private Final Consumption Expenditure,2030,370244.4
Costa Rica,Private Final Consumption Expenditure,2030,72038.7
Cuba,Private Final Consumption Expenditure,2030,98495.1
Curacao,Private Final Consumption Expenditure,2030,-
Dominica,Private Final Consumption Expenditure,2030,736.4
Dominican Republic,Private Final Consumption Expenditure,2030,118878.7
Ecuador,Private Final Consumption Expenditure,2030,91008.3
El Salvador,Private Final Consumption Expenditure,2030,31010.5
French Guiana,Private Final Consumption Expenditure,2030,-
Grenada,Private Final Consumption Expenditure,2030,1445.2
Guadeloupe,Private Final Consumption Expenditure,2030,-
Guatemala,Private Final Consumption Expenditure,2030,127746.5
Guyana,Private Final Consumption Expenditure,2030,12085.4
Haiti,Private Final Consumption Expenditure,2030,27574.6
Honduras,Private Final Consumption Expenditure,2030,38814.8
Jamaica,Private Final Consumption Expenditure,2030,15908.7
Martinique,Private Final Consumption Expenditure,2030,-
Mexico,Private Final Consumption Expenditure,2030,1367984.3
Nicaragua,Private Final Consumption Expenditure,2030,13440.9
Panama,Private Final Consumption Expenditure,2030,59033
Paraguay,Private Final Consumption Expenditure,2030,41487.8
Peru,Private Final Consumption Expenditure,2030,238249
Puerto Rico,Private Final Consumption Expenditure,2030,83091.5
Sint Maarten,Private Final Consumption Expenditure,2030,-
St Kitts and Nevis,Private Final Consumption Expenditure,2030,870.1
St Lucia,Private Final Consumption Expenditure,2030,2393.9
St Vincent and the Grenadines,Private Final Consumption Expenditure,2030,1035.9
Suriname,Private Final Consumption Expenditure,2030,3086.1
Trinidad and Tobago,Private Final Consumption Expenditure,2030,22149.3
Uruguay,Private Final Consumption Expenditure,2030,44207.7
US Virgin Islands,Private Final Consumption Expenditure,2030,-
Venezuela,Private Final Consumption Expenditure,2030,21525.4
Algeria,Private Final Consumption Expenditure,2030,102630.1
Angola,Private Final Consumption Expenditure,2030,88748.9
Bahrain,Private Final Consumption Expenditure,2030,24264.9
Benin,Private Final Consumption Expenditure,2030,22653.9
Botswana,Private Final Consumption Expenditure,2030,17748.9
Burkina Faso,Private Final Consumption Expenditure,2030,30056.9
Burundi,Private Final Consumption Expenditure,2030,5586
Cabo Verde,Private Final Consumption Expenditure,2030,2658.2
Cameroon,Private Final Consumption Expenditure,2030,61679.3
Central African Republic,Private Final Consumption Expenditure,2030,4488.9
Chad,Private Final Consumption Expenditure,2030,17613.9
Comoros,Private Final Consumption Expenditure,2030,2451.5
"Congo, Democratic Republic",Private Final Consumption Expenditure,2030,71111.6
Congo-Brazzaville,Private Final Consumption Expenditure,2030,7623.7
Côte d'Ivoire,Private Final Consumption Expenditure,2030,101771.2
