,geography,category,data_type,unit,current_constant,year_nk,value
2640,Burkina Faso,Total Population,Socio-economic indicators,0,-,2028,26003.2
2641,Burundi,Total Population,Socio-economic indicators,0,-,2028,14952.2
2642,Cabo Verde,Total Population,Socio-economic indicators,0,-,2028,600.1
2643,Cameroon,Total Population,Socio-economic indicators,0,-,2028,32235.5
2644,Central African Republic,Total Population,Socio-economic indicators,0,-,2028,5693.7
2645,Chad,Total Population,Socio-economic indicators,0,-,2028,20576.0
2646,Comoros,Total Population,Socio-economic indicators,0,-,2028,1023.5
2647,"Congo, Democratic Republic",Total Population,Socio-economic indicators,0,-,2028,113513.5
2648,Congo-Brazzaville,Total Population,Socio-economic indicators,0,-,2028,6697.4
2649,Côte d'Ivoire,Total Population,Socio-economic indicators,0,-,2028,32150.0
2650,Djibouti,Total Population,Socio-economic indicators,0,-,2028,1093.4
2651,Egypt,Total Population,Socio-economic indicators,0,-,2028,112360.5
2652,Equatorial Guinea,Total Population,Socio-economic indicators,0,-,2028,1779.3
2653,Eritrea,Total Population,Socio-economic indicators,0,-,2028,4084.5
2654,Eswatini,Total Population,Socio-economic indicators,0,-,2028,1265.2
2655,Ethiopia,Total Population,Socio-economic indicators,0,-,2028,138839.4
2656,Gabon,Total Population,Socio-economic indicators,0,-,2028,2642.0
2657,Gambia,Total Population,Socio-economic indicators,0,-,2028,3011.7
2658,Ghana,Total Population,Socio-economic indicators,0,-,2028,36453.9
2659,Guinea,Total Population,Socio-economic indicators,0,-,2028,16198.8
2660,Guinea-Bissau,Total Population,Socio-economic indicators,0,-,2028,2359.2
2661,Iran,Total Population,Socio-economic indicators,0,-,2028,88211.3
2662,Iraq,Total Population,Socio-economic indicators,0,-,2028,48180.9
2663,Israel,Total Population,Socio-economic indicators,0,-,2028,10408.4
2664,Jordan,Total Population,Socio-economic indicators,0,-,2028,10889.7
2665,Kenya,Total Population,Socio-economic indicators,0,-,2028,63838.9
2666,Kuwait,Total Population,Socio-economic indicators,0,-,2028,4620.7
2667,Lebanon,Total Population,Socio-economic indicators,0,-,2028,6236.7
2668,Lesotho,Total Population,Socio-economic indicators,0,-,2028,2285.7
2669,Liberia,Total Population,Socio-economic indicators,0,-,2028,6095.0
2670,Libya,Total Population,Socio-economic indicators,0,-,2028,7477.4
2671,Madagascar,Total Population,Socio-economic indicators,0,-,2028,33948.0
2672,Malawi,Total Population,Socio-economic indicators,0,-,2028,23626.6
2673,Mali,Total Population,Socio-economic indicators,0,-,2028,25498.4
2674,Mauritania,Total Population,Socio-economic indicators,0,-,2028,5692.3
2675,Mauritius,Total Population,Socio-economic indicators,0,-,2028,1276.0
2676,Morocco,Total Population,Socio-economic indicators,0,-,2028,40163.7
2677,Mozambique,Total Population,Socio-economic indicators,0,-,2028,39052.6
2678,Namibia,Total Population,Socio-economic indicators,0,-,2028,2915.7
2679,Niger,Total Population,Socio-economic indicators,0,-,2028,32458.5
2680,Nigeria,Total Population,Socio-economic indicators,0,-,2028,250829.7
2681,Oman,Total Population,Socio-economic indicators,0,-,2028,4949.1
2682,Qatar,Total Population,Socio-economic indicators,0,-,2028,2921.0
2683,Réunion,Total Population,Socio-economic indicators,0,-,2028,944.0
2684,Rwanda,Total Population,Socio-economic indicators,0,-,2028,15567.7
2685,Sao Tomé e Príncipe,Total Population,Socio-economic indicators,0,-,2028,257.2
2686,Saudi Arabia,Total Population,Socio-economic indicators,0,-,2028,35890.0
2687,Senegal,Total Population,Socio-economic indicators,0,-,2028,20533.9
2688,Seychelles,Total Population,Socio-economic indicators,0,-,2028,101.9
2689,Sierra Leone,Total Population,Socio-economic indicators,0,-,2028,9310.3
2690,Somalia,Total Population,Socio-economic indicators,0,-,2028,20029.5
2691,South Africa,Total Population,Socio-economic indicators,0,-,2028,64616.5
2692,South Sudan,Total Population,Socio-economic indicators,0,-,2028,13278.4
2693,Sudan,Total Population,Socio-economic indicators,0,-,2028,52851.4
2694,Syria,Total Population,Socio-economic indicators,0,-,2028,25536.7
2695,Tanzania,Total Population,Socio-economic indicators,0,-,2028,74946.0
2696,Togo,Total Population,Socio-economic indicators,0,-,2028,9966.8
2697,Tunisia,Total Population,Socio-economic indicators,0,-,2028,12578.2
2698,Uganda,Total Population,Socio-economic indicators,0,-,2028,56513.0
2699,United Arab Emirates,Total Population,Socio-economic indicators,0,-,2028,9887.4
2700,Yemen,Total Population,Socio-economic indicators,0,-,2028,35107.1
2701,Zambia,Total Population,Socio-economic indicators,0,-,2028,23038.7
2702,Zimbabwe,Total Population,Socio-economic indicators,0,-,2028,16979.3
2703,Canada,Total Population,Socio-economic indicators,0,-,2028,40785.1
2704,USA,Total Population,Socio-economic indicators,0,-,2028,341010.5
2705,Andorra,Total Population,Socio-economic indicators,0,-,2028,77.9
2706,Austria,Total Population,Socio-economic indicators,0,-,2028,9203.9
2707,Belgium,Total Population,Socio-economic indicators,0,-,2028,11715.3
2708,Cyprus,Total Population,Socio-economic indicators,0,-,2028,1263.5
2709,Denmark,Total Population,Socio-economic indicators,0,-,2028,5966.3
2710,Finland,Total Population,Socio-economic indicators,0,-,2028,5570.6
2711,France,Total Population,Socio-economic indicators,0,-,2028,65899.4
2712,Germany,Total Population,Socio-economic indicators,0,-,2028,82706.9
2713,Gibraltar,Total Population,Socio-economic indicators,0,-,2028,33.8
2714,Greece,Total Population,Socio-economic indicators,0,-,2028,10431.8
2715,Iceland,Total Population,Socio-economic indicators,0,-,2028,356.5
2716,Ireland,Total Population,Socio-economic indicators,0,-,2028,5294.5
2717,Italy,Total Population,Socio-economic indicators,0,-,2028,58084.4
2718,Liechtenstein,Total Population,Socio-economic indicators,0,-,2028,40.0
2719,Luxembourg,Total Population,Socio-economic indicators,0,-,2028,678.9
2720,Malta,Total Population,Socio-economic indicators,0,-,2028,448.8
2721,Monaco,Total Population,Socio-economic indicators,0,-,2028,41.3
2722,Netherlands,Total Population,Socio-economic indicators,0,-,2028,18137.4
2723,Norway,Total Population,Socio-economic indicators,0,-,2028,5572.5
2724,Portugal,Total Population,Socio-economic indicators,0,-,2028,10127.2
2725,Spain,Total Population,Socio-economic indicators,0,-,2028,48141.9
2726,Sweden,Total Population,Socio-economic indicators,0,-,2028,10710.9
2727,Switzerland,Total Population,Socio-economic indicators,0,-,2028,9150.9
2728,Turkey,Total Population,Socio-economic indicators,0,-,2028,85805.3
2729,United Kingdom,Total Population,Socio-economic indicators,0,-,2028,68598.5
2730,Afghanistan,Total Population,Socio-economic indicators,0,-,2029,47185.2
2731,American Samoa,Total Population,Socio-economic indicators,0,-,2029,54.8
2732,Armenia,Total Population,Socio-economic indicators,0,-,2029,2970.6
2733,Azerbaijan,Total Population,Socio-economic indicators,0,-,2029,10417.2
2734,Bangladesh,Total Population,Socio-economic indicators,0,-,2029,177769.4
2735,Bhutan,Total Population,Socio-economic indicators,0,-,2029,836.8
2736,Brunei Darussalam,Total Population,Socio-economic indicators,0,-,2029,468.4
2737,Cambodia,Total Population,Socio-economic indicators,0,-,2029,18592.6
2738,China,Total Population,Socio-economic indicators,0,-,2029,1408478.5
2739,Fiji,Total Population,Socio-economic indicators,0,-,2029,959.0
2740,French Polynesia,Total Population,Socio-economic indicators,0,-,2029,295.3
2741,Guam,Total Population,Socio-economic indicators,0,-,2029,180.0
2742,"Hong Kong, China",Total Population,Socio-economic indicators,0,-,2029,7854.3
2743,India,Total Population,Socio-economic indicators,0,-,2029,1454052.7
2744,Indonesia,Total Population,Socio-economic indicators,0,-,2029,296896.0
2745,Japan,Total Population,Socio-economic indicators,0,-,2029,120529.6
2746,Kazakhstan,Total Population,Socio-economic indicators,0,-,2029,20562.6
2747,Kiribati,Total Population,Socio-economic indicators,0,-,2029,137.3
2748,Kyrgyzstan,Total Population,Socio-economic indicators,0,-,2029,7360.6
2749,Laos,Total Population,Socio-economic indicators,0,-,2029,8140.0
2750,"Macau, China",Total Population,Socio-economic indicators,0,-,2029,724.8
2751,Malaysia,Total Population,Socio-economic indicators,0,-,2029,35402.3
2752,Maldives,Total Population,Socio-economic indicators,0,-,2029,517.7
2753,Mongolia,Total Population,Socio-economic indicators,0,-,2029,3677.4
2754,Myanmar,Total Population,Socio-economic indicators,0,-,2029,58113.6
2755,Nauru,Total Population,Socio-economic indicators,0,-,2029,11.0
2756,Nepal,Total Population,Socio-economic indicators,0,-,2029,33135.7
2757,New Caledonia,Total Population,Socio-economic indicators,0,-,2029,308.7
2758,North Korea,Total Population,Socio-economic indicators,0,-,2029,26589.6
2759,Pakistan,Total Population,Socio-economic indicators,0,-,2029,258878.2
2760,Papua New Guinea,Total Population,Socio-economic indicators,0,-,2029,10530.1
2761,Philippines,Total Population,Socio-economic indicators,0,-,2029,122361.3
2762,Samoa,Total Population,Socio-economic indicators,0,-,2029,218.2
2763,Singapore,Total Population,Socio-economic indicators,0,-,2029,5976.8
2764,Solomon Islands,Total Population,Socio-economic indicators,0,-,2029,845.9
2765,South Korea,Total Population,Socio-economic indicators,0,-,2029,51937.0
2766,Sri Lanka,Total Population,Socio-economic indicators,0,-,2029,21982.6
2767,Taiwan,Total Population,Socio-economic indicators,0,-,2029,23315.5
2768,Tajikistan,Total Population,Socio-economic indicators,0,-,2029,11354.3
2769,Thailand,Total Population,Socio-economic indicators,0,-,2029,70380.5
2770,Tonga,Total Population,Socio-economic indicators,0,-,2029,114.6
2771,Turkmenistan,Total Population,Socio-economic indicators,0,-,2029,6716.7
2772,Tuvalu,Total Population,Socio-economic indicators,0,-,2029,13.0
2773,Uzbekistan,Total Population,Socio-economic indicators,0,-,2029,37075.7
2774,Vanuatu,Total Population,Socio-economic indicators,0,-,2029,375.4
2775,Vietnam,Total Population,Socio-economic indicators,0,-,2029,103971.3
2776,Australia,Total Population,Socio-economic indicators,0,-,2029,28373.9
2777,New Zealand,Total Population,Socio-economic indicators,0,-,2029,5480.0
2778,Albania,Total Population,Socio-economic indicators,0,-,2029,2798.6
2779,Belarus,Total Population,Socio-economic indicators,0,-,2029,9010.5
2780,Bosnia and Herzegovina,Total Population,Socio-economic indicators,0,-,2029,3330.1
2781,Bulgaria,Total Population,Socio-economic indicators,0,-,2029,6484.6
2782,Croatia,Total Population,Socio-economic indicators,0,-,2029,3865.1
2783,Czech Republic,Total Population,Socio-economic indicators,0,-,2029,10640.0
2784,Estonia,Total Population,Socio-economic indicators,0,-,2029,1313.0
2785,Georgia,Total Population,Socio-economic indicators,0,-,2029,3610.3
2786,Hungary,Total Population,Socio-economic indicators,0,-,2029,9518.1
2787,Kosovo,Total Population,Socio-economic indicators,0,-,2029,1831.6
2788,Latvia,Total Population,Socio-economic indicators,0,-,2029,1748.1
2789,Lithuania,Total Population,Socio-economic indicators,0,-,2029,2622.0
2790,Moldova,Total Population,Socio-economic indicators,0,-,2029,3905.8
2791,Montenegro,Total Population,Socio-economic indicators,0,-,2029,624.9
2792,North Macedonia,Total Population,Socio-economic indicators,0,-,2029,2018.9
2793,Poland,Total Population,Socio-economic indicators,0,-,2029,37308.6
2794,Romania,Total Population,Socio-economic indicators,0,-,2029,18277.2
2795,Russia,Total Population,Socio-economic indicators,0,-,2029,139776.0
2796,Serbia,Total Population,Socio-economic indicators,0,-,2029,6497.2
2797,Slovakia,Total Population,Socio-economic indicators,0,-,2029,5434.4
2798,Slovenia,Total Population,Socio-economic indicators,0,-,2029,2128.5
2799,Ukraine,Total Population,Socio-economic indicators,0,-,2029,38827.4
2800,Anguilla,Total Population,Socio-economic indicators,0,-,2029,15.8
2801,Antigua and Barbuda,Total Population,Socio-economic indicators,0,-,2029,104.3
2802,Argentina,Total Population,Socio-economic indicators,0,-,2029,46934.5
2803,Aruba,Total Population,Socio-economic indicators,0,-,2029,110.0
2804,Bahamas,Total Population,Socio-economic indicators,0,-,2029,423.8
2805,Barbados,Total Population,Socio-economic indicators,0,-,2029,289.4
2806,Belize,Total Population,Socio-economic indicators,0,-,2029,461.1
2807,Bermuda,Total Population,Socio-economic indicators,0,-,2029,60.7
2808,Bolivia,Total Population,Socio-economic indicators,0,-,2029,13068.5
2809,Brazil,Total Population,Socio-economic indicators,0,-,2029,218071.5
2810,British Virgin Islands,Total Population,Socio-economic indicators,0,-,2029,31.7
2811,Cayman Islands,Total Population,Socio-economic indicators,0,-,2029,72.6
2812,Chile,Total Population,Socio-economic indicators,0,-,2029,19263.2
2813,Colombia,Total Population,Socio-economic indicators,0,-,2029,53152.9
2814,Costa Rica,Total Population,Socio-economic indicators,0,-,2029,5361.9
2815,Cuba,Total Population,Socio-economic indicators,0,-,2029,11168.8
2816,Curacao,Total Population,Socio-economic indicators,0,-,2029,170.1
2817,Dominica,Total Population,Socio-economic indicators,0,-,2029,73.2
2818,Dominican Republic,Total Population,Socio-economic indicators,0,-,2029,11691.1
2819,Ecuador,Total Population,Socio-economic indicators,0,-,2029,18527.0
2820,El Salvador,Total Population,Socio-economic indicators,0,-,2029,6754.8
2821,French Guiana,Total Population,Socio-economic indicators,0,-,2029,369.5
2822,Grenada,Total Population,Socio-economic indicators,0,-,2029,115.6
2823,Guadeloupe,Total Population,Socio-economic indicators,0,-,2029,400.0
2824,Guatemala,Total Population,Socio-economic indicators,0,-,2029,19561.3
2825,Guyana,Total Population,Socio-economic indicators,0,-,2029,818.6
2826,Haiti,Total Population,Socio-economic indicators,0,-,2029,12607.5
2827,Honduras,Total Population,Socio-economic indicators,0,-,2029,11301.8
2828,Jamaica,Total Population,Socio-economic indicators,0,-,2029,3043.3
2829,Martinique,Total Population,Socio-economic indicators,0,-,2029,368.6
2830,Mexico,Total Population,Socio-economic indicators,0,-,2029,134130.8
2831,Nicaragua,Total Population,Socio-economic indicators,0,-,2029,7317.1
2832,Panama,Total Population,Socio-economic indicators,0,-,2029,4871.1
2833,Paraguay,Total Population,Socio-economic indicators,0,-,2029,7874.4
2834,Peru,Total Population,Socio-economic indicators,0,-,2029,35659.7
2835,Puerto Rico,Total Population,Socio-economic indicators,0,-,2029,2915.5
2836,Sint Maarten,Total Population,Socio-economic indicators,0,-,2029,47.6
2837,St Kitts and Nevis,Total Population,Socio-economic indicators,0,-,2029,55.6
2838,St Lucia,Total Population,Socio-economic indicators,0,-,2029,188.5
2839,St Vincent and the Grenadines,Total Population,Socio-economic indicators,0,-,2029,112.9
2840,Suriname,Total Population,Socio-economic indicators,0,-,2029,628.4
2841,Trinidad and Tobago,Total Population,Socio-economic indicators,0,-,2029,1414.0
2842,Uruguay,Total Population,Socio-economic indicators,0,-,2029,3403.9
2843,US Virgin Islands,Total Population,Socio-economic indicators,0,-,2029,101.2
2844,Venezuela,Total Population,Socio-economic indicators,0,-,2029,33290.4
2845,Algeria,Total Population,Socio-economic indicators,0,-,2029,49800.5
2846,Angola,Total Population,Socio-economic indicators,0,-,2029,43502.0
2847,Bahrain,Total Population,Socio-economic indicators,0,-,2029,1625.5
2848,Benin,Total Population,Socio-economic indicators,0,-,2029,15290.6
2849,Botswana,Total Population,Socio-economic indicators,0,-,2029,2733.6
2850,Burkina Faso,Total Population,Socio-economic indicators,0,-,2029,26697.6
2851,Burundi,Total Population,Socio-economic indicators,0,-,2029,15359.5
2852,Cabo Verde,Total Population,Socio-economic indicators,0,-,2029,605.1
2853,Cameroon,Total Population,Socio-economic indicators,0,-,2029,32991.9
2854,Central African Republic,Total Population,Socio-economic indicators,0,-,2029,5817.2
2855,Chad,Total Population,Socio-economic indicators,0,-,2029,21129.5
2856,Comoros,Total Population,Socio-economic indicators,0,-,2029,1043.3
2857,"Congo, Democratic Republic",Total Population,Socio-economic indicators,0,-,2029,116751.3
2858,Congo-Brazzaville,Total Population,Socio-economic indicators,0,-,2029,6857.3
2859,Côte d'Ivoire,Total Population,Socio-economic indicators,0,-,2029,32926.4
2860,Djibouti,Total Population,Socio-economic indicators,0,-,2029,1105.2
2861,Egypt,Total Population,Socio-economic indicators,0,-,2029,113858.4
2862,Equatorial Guinea,Total Population,Socio-economic indicators,0,-,2029,1826.6
2863,Eritrea,Total Population,Socio-economic indicators,0,-,2029,4161.1
2864,Eswatini,Total Population,Socio-economic indicators,0,-,2029,1280.8
2865,Ethiopia,Total Population,Socio-economic indicators,0,-,2029,141889.7
2866,Gabon,Total Population,Socio-economic indicators,0,-,2029,2693.2
2867,Gambia,Total Population,Socio-economic indicators,0,-,2029,3090.8
2868,Ghana,Total Population,Socio-economic indicators,0,-,2029,37142.1
2869,Guinea,Total Population,Socio-economic indicators,0,-,2029,16607.5
2870,Guinea-Bissau,Total Population,Socio-economic indicators,0,-,2029,2410.0
2871,Iran,Total Population,Socio-economic indicators,0,-,2029,88676.6
2872,Iraq,Total Population,Socio-economic indicators,0,-,2029,49183.5
2873,Israel,Total Population,Socio-economic indicators,0,-,2029,10557.6
2874,Jordan,Total Population,Socio-economic indicators,0,-,2029,11002.3
2875,Kenya,Total Population,Socio-economic indicators,0,-,2029,65141.2
2876,Kuwait,Total Population,Socio-economic indicators,0,-,2029,4663.1
2877,Lebanon,Total Population,Socio-economic indicators,0,-,2029,6211.5
2878,Lesotho,Total Population,Socio-economic indicators,0,-,2029,2305.6
2879,Liberia,Total Population,Socio-economic indicators,0,-,2029,6232.5
2880,Libya,Total Population,Socio-economic indicators,0,-,2029,7542.9
2881,Madagascar,Total Population,Socio-economic indicators,0,-,2029,34780.9
2882,Malawi,Total Population,Socio-economic indicators,0,-,2029,24234.2
2883,Mali,Total Population,Socio-economic indicators,0,-,2029,26221.4
2884,Mauritania,Total Population,Socio-economic indicators,0,-,2029,5829.0
2885,Mauritius,Total Population,Socio-economic indicators,0,-,2029,1275.1
2886,Morocco,Total Population,Socio-economic indicators,0,-,2029,40529.9
2887,Mozambique,Total Population,Socio-economic indicators,0,-,2029,40110.5
2888,Namibia,Total Population,Socio-economic indicators,0,-,2029,2963.2
2889,Niger,Total Population,Socio-economic indicators,0,-,2029,33635.6
2890,Nigeria,Total Population,Socio-economic indicators,0,-,2029,256855.1
2891,Oman,Total Population,Socio-economic indicators,0,-,2029,5008.8
2892,Qatar,Total Population,Socio-economic indicators,0,-,2029,2947.9
2893,Réunion,Total Population,Socio-economic indicators,0,-,2029,949.5
2894,Rwanda,Total Population,Socio-economic indicators,0,-,2029,15900.4
2895,Sao Tomé e Príncipe,Total Population,Socio-economic indicators,0,-,2029,262.7
2896,Saudi Arabia,Total Population,Socio-economic indicators,0,-,2029,36228.0
2897,Senegal,Total Population,Socio-economic indicators,0,-,2029,21038.9
2898,Seychelles,Total Population,Socio-economic indicators,0,-,2029,102.2
2899,Sierra Leone,Total Population,Socio-economic indicators,0,-,2029,9479.3
2900,Somalia,Total Population,Socio-economic indicators,0,-,2029,20604.7
2901,South Africa,Total Population,Socio-economic indicators,0,-,2029,65232.4
2902,South Sudan,Total Population,Socio-economic indicators,0,-,2029,13555.2
2903,Sudan,Total Population,Socio-economic indicators,0,-,2029,54045.6
2904,Syria,Total Population,Socio-economic indicators,0,-,2029,26133.8
2905,Tanzania,Total Population,Socio-economic indicators,0,-,2029,77033.5
2906,Togo,Total Population,Socio-economic indicators,0,-,2029,10192.8
2907,Tunisia,Total Population,Socio-economic indicators,0,-,2029,12652.7
2908,Uganda,Total Population,Socio-economic indicators,0,-,2029,57971.6
2909,United Arab Emirates,Total Population,Socio-economic indicators,0,-,2029,9951.8
2910,Yemen,Total Population,Socio-economic indicators,0,-,2029,35758.1
2911,Zambia,Total Population,Socio-economic indicators,0,-,2029,23676.7
2912,Zimbabwe,Total Population,Socio-economic indicators,0,-,2029,17285.2
2913,Canada,Total Population,Socio-economic indicators,0,-,2029,41155.4
2914,USA,Total Population,Socio-economic indicators,0,-,2029,342178.8
2915,Andorra,Total Population,Socio-economic indicators,0,-,2029,77.9
2916,Austria,Total Population,Socio-economic indicators,0,-,2029,9240.8
2917,Belgium,Total Population,Socio-economic indicators,0,-,2029,11734.2
2918,Cyprus,Total Population,Socio-economic indicators,0,-,2029,1269.3
2919,Denmark,Total Population,Socio-economic indicators,0,-,2029,5985.3
2920,Finland,Total Population,Socio-economic indicators,0,-,2029,5572.8
2921,France,Total Population,Socio-economic indicators,0,-,2029,65995.5
2922,Germany,Total Population,Socio-economic indicators,0,-,2029,82552.9
2923,Gibraltar,Total Population,Socio-economic indicators,0,-,2029,33.9
2924,Greece,Total Population,Socio-economic indicators,0,-,2029,10392.3
2925,Iceland,Total Population,Socio-economic indicators,0,-,2029,358.1
2926,Ireland,Total Population,Socio-economic indicators,0,-,2029,5333.3
2927,Italy,Total Population,Socio-economic indicators,0,-,2029,57921.0
2928,Liechtenstein,Total Population,Socio-economic indicators,0,-,2029,40.1
2929,Luxembourg,Total Population,Socio-economic indicators,0,-,2029,684.7
2930,Malta,Total Population,Socio-economic indicators,0,-,2029,448.9
2931,Monaco,Total Population,Socio-economic indicators,0,-,2029,41.5
2932,Netherlands,Total Population,Socio-economic indicators,0,-,2029,18228.0
2933,Norway,Total Population,Socio-economic indicators,0,-,2029,5597.6
2934,Portugal,Total Population,Socio-economic indicators,0,-,2029,10097.3
2935,Spain,Total Population,Socio-economic indicators,0,-,2029,48218.5
2936,Sweden,Total Population,Socio-economic indicators,0,-,2029,10758.4
2937,Switzerland,Total Population,Socio-economic indicators,0,-,2029,9222.9
2938,Turkey,Total Population,Socio-economic indicators,0,-,2029,86174.1
2939,United Kingdom,Total Population,Socio-economic indicators,0,-,2029,68784.7
2940,Afghanistan,Total Population,Socio-economic indicators,0,-,2030,48093.6
2941,American Samoa,Total Population,Socio-economic indicators,0,-,2030,54.7
2942,Armenia,Total Population,Socio-economic indicators,0,-,2030,2967.0
2943,Azerbaijan,Total Population,Socio-economic indicators,0,-,2030,10440.8
2944,Bangladesh,Total Population,Socio-economic indicators,0,-,2030,178993.9
2945,Bhutan,Total Population,Socio-economic indicators,0,-,2030,842.7
2946,Brunei Darussalam,Total Population,Socio-economic indicators,0,-,2030,471.0
2947,Cambodia,Total Population,Socio-economic indicators,0,-,2030,18781.0
2948,China,Total Population,Socio-economic indicators,0,-,2030,1406310.9
2949,Fiji,Total Population,Socio-economic indicators,0,-,2030,966.0
2950,French Polynesia,Total Population,Socio-economic indicators,0,-,2030,296.7
2951,Guam,Total Population,Socio-economic indicators,0,-,2030,181.1
2952,"Hong Kong, China",Total Population,Socio-economic indicators,0,-,2030,7880.8
2953,India,Total Population,Socio-economic indicators,0,-,2030,1464846.9
2954,Indonesia,Total Population,Socio-economic indicators,0,-,2030,299198.4
2955,Japan,Total Population,Socio-economic indicators,0,-,2030,119808.7
2956,Kazakhstan,Total Population,Socio-economic indicators,0,-,2030,20747.2
2957,Kiribati,Total Population,Socio-economic indicators,0,-,2030,139.2
2958,Kyrgyzstan,Total Population,Socio-economic indicators,0,-,2030,7446.1
2959,Laos,Total Population,Socio-economic indicators,0,-,2030,8226.3
2960,"Macau, China",Total Population,Socio-economic indicators,0,-,2030,731.9
2961,Malaysia,Total Population,Socio-economic indicators,0,-,2030,35676.6
2962,Maldives,Total Population,Socio-economic indicators,0,-,2030,519.3
2963,Mongolia,Total Population,Socio-economic indicators,0,-,2030,3716.2
2964,Myanmar,Total Population,Socio-economic indicators,0,-,2030,58478.5
2965,Nauru,Total Population,Socio-economic indicators,0,-,2030,11.0
2966,Nepal,Total Population,Socio-economic indicators,0,-,2030,33389.5
2967,New Caledonia,Total Population,Socio-economic indicators,0,-,2030,311.0
2968,North Korea,Total Population,Socio-economic indicators,0,-,2030,26651.3
2969,Pakistan,Total Population,Socio-economic indicators,0,-,2030,262958.8
2970,Papua New Guinea,Total Population,Socio-economic indicators,0,-,2030,10709.4
2971,Philippines,Total Population,Socio-economic indicators,0,-,2030,123697.9
2972,Samoa,Total Population,Socio-economic indicators,0,-,2030,220.4
2973,Singapore,Total Population,Socio-economic indicators,0,-,2030,6007.1
2974,Solomon Islands,Total Population,Socio-economic indicators,0,-,2030,864.6
2975,South Korea,Total Population,Socio-economic indicators,0,-,2030,51922.6
2976,Sri Lanka,Total Population,Socio-economic indicators,0,-,2030,22023.0
2977,Taiwan,Total Population,Socio-economic indicators,0,-,2030,23262.8
2978,Tajikistan,Total Population,Socio-economic indicators,0,-,2030,11557.4
2979,Thailand,Total Population,Socio-economic indicators,0,-,2030,70345.5
2980,Tonga,Total Population,Socio-economic indicators,0,-,2030,115.6
2981,Turkmenistan,Total Population,Socio-economic indicators,0,-,2030,6782.4
2982,Tuvalu,Total Population,Socio-economic indicators,0,-,2030,13.2
2983,Uzbekistan,Total Population,Socio-economic indicators,0,-,2030,37418.5
2984,Vanuatu,Total Population,Socio-economic indicators,0,-,2030,383.4
2985,Vietnam,Total Population,Socio-economic indicators,0,-,2030,104512.5
2986,Australia,Total Population,Socio-economic indicators,0,-,2030,28710.2
2987,New Zealand,Total Population,Socio-economic indicators,0,-,2030,5525.0
2988,Albania,Total Population,Socio-economic indicators,0,-,2030,2787.0
2989,Belarus,Total Population,Socio-economic indicators,0,-,2030,8962.8
2990,Bosnia and Herzegovina,Total Population,Socio-economic indicators,0,-,2030,3310.6
2991,Bulgaria,Total Population,Socio-economic indicators,0,-,2030,6433.6
2992,Croatia,Total Population,Socio-economic indicators,0,-,2030,3844.2
2993,Czech Republic,Total Population,Socio-economic indicators,0,-,2030,10620.7
2994,Estonia,Total Population,Socio-economic indicators,0,-,2030,1310.3
2995,Georgia,Total Population,Socio-economic indicators,0,-,2030,3593.0
2996,Hungary,Total Population,Socio-economic indicators,0,-,2030,9492.0
2997,Kosovo,Total Population,Socio-economic indicators,0,-,2030,1829.3
2998,Latvia,Total Population,Socio-economic indicators,0,-,2030,1730.8
2999,Lithuania,Total Population,Socio-economic indicators,0,-,2030,2596.5
3000,Moldova,Total Population,Socio-economic indicators,0,-,2030,3885.9
3001,Montenegro,Total Population,Socio-economic indicators,0,-,2030,624.1
3002,North Macedonia,Total Population,Socio-economic indicators,0,-,2030,2010.2
3003,Poland,Total Population,Socio-economic indicators,0,-,2030,37166.2
3004,Romania,Total Population,Socio-economic indicators,0,-,2030,18160.7
3005,Russia,Total Population,Socio-economic indicators,0,-,2030,139223.7
3006,Serbia,Total Population,Socio-economic indicators,0,-,2030,6448.7
3007,Slovakia,Total Population,Socio-economic indicators,0,-,2030,5425.3
3008,Slovenia,Total Population,Socio-economic indicators,0,-,2030,2126.6
3009,Ukraine,Total Population,Socio-economic indicators,0,-,2030,38504.4
3010,Anguilla,Total Population,Socio-economic indicators,0,-,2030,15.9
3011,Antigua and Barbuda,Total Population,Socio-economic indicators,0,-,2030,104.9
3012,Argentina,Total Population,Socio-economic indicators,0,-,2030,47145.1
3013,Aruba,Total Population,Socio-economic indicators,0,-,2030,110.2
3014,Bahamas,Total Population,Socio-economic indicators,0,-,2030,426.8
3015,Barbados,Total Population,Socio-economic indicators,0,-,2030,289.4
3016,Belize,Total Population,Socio-economic indicators,0,-,2030,467.6
3017,Bermuda,Total Population,Socio-economic indicators,0,-,2030,60.5
3018,Bolivia,Total Population,Socio-economic indicators,0,-,2030,13217.7
3019,Brazil,Total Population,Socio-economic indicators,0,-,2030,218477.5
3020,British Virgin Islands,Total Population,Socio-economic indicators,0,-,2030,31.8
3021,Cayman Islands,Total Population,Socio-economic indicators,0,-,2030,73.3
3022,Chile,Total Population,Socio-economic indicators,0,-,2030,19313.0
3023,Colombia,Total Population,Socio-economic indicators,0,-,2030,53427.3
3024,Costa Rica,Total Population,Socio-economic indicators,0,-,2030,5383.6
3025,Cuba,Total Population,Socio-economic indicators,0,-,2030,11142.3
3026,Curacao,Total Population,Socio-economic indicators,0,-,2030,170.7
3027,Dominica,Total Population,Socio-economic indicators,0,-,2030,73.2
3028,Dominican Republic,Total Population,Socio-economic indicators,0,-,2030,11770.3
3029,Ecuador,Total Population,Socio-economic indicators,0,-,2030,18661.8
3030,El Salvador,Total Population,Socio-economic indicators,0,-,2030,6778.6
